cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report
846,22531,"LENO, MARK",CA,SENATE,11,"BUDGET SIGNS, INC.",BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925657-CA-LENO-MARK
4082,22853,"GONZALEZ, CARLOS",MA,HOUSE,TENTH HAMPDEN,1655 MAIN ST LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932204-MA-GONZALEZ-CARLOS
4083,22853,"GONZALEZ, CARLOS",MA,HOUSE,TENTH HAMPDEN,MA LATINO CHAMBER OF COMMERCE,BUSINESS ASSOCIATIONS,https://apps.publicintegrity.org/disclosure/documents/3932204-MA-GONZALEZ-CARLOS
4084,22853,"GONZALEZ, CARLOS",MA,HOUSE,TENTH HAMPDEN,"NUEVA ESPERANZA, INC",NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3932204-MA-GONZALEZ-CARLOS
4179,23076,"ROSA, DENNIS",MA,HOUSE,FOURTH WORCESTER,AMERICAN AUTO BODY AND REPAIR INC,AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3927517-MA-ROSA-DENNIS-A
4180,23076,"ROSA, DENNIS",MA,HOUSE,FOURTH WORCESTER,EAGLE REALTY TRUST,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927517-MA-ROSA-DENNIS-A
1703,23146,"SACHS, MARIA",FL,SENATE,34,"MARIA SACHS, P.A.",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925422-FL-SACHS-MARIA-LORTS
4202,26227,"STRAUS, WILLIAM",MA,HOUSE,TENTH BRISTOL,BOSTON UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927623-MA-STRAUS-WILLIAM-M
4203,26227,"STRAUS, WILLIAM",MA,HOUSE,TENTH BRISTOL,WILLIAM STRAUS ATTORNEY,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927623-MA-STRAUS-WILLIAM-M
4204,26227,"STRAUS, WILLIAM",MA,HOUSE,TENTH BRISTOL,WLM ASSOCIATES,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927623-MA-STRAUS-WILLIAM-M
1715,27888,"SOBEL, ELEANOR",FL,SENATE,33,SOBEL AND SOFMAN MDPA,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925452-FL-SOBEL-ELEANOR
1482,28274,"ABRUZZO, JOSEPH",FL,SENATE,25,ABRUZZO ISSUES MANAGMENT,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927325-FL-ABRUZZO-JOSEPH-C
1483,28274,"ABRUZZO, JOSEPH",FL,SENATE,25,DELMARVA GROUP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927325-FL-ABRUZZO-JOSEPH-C
1504,28610,"BERMAN, LORI",FL,HOUSE,90,COMPREHENSIVE CLOSURE CONCEPTS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927418-FL-BERMAN-LORI-BETH
4043,31510,"DEVERS, MARCOS",MA,HOUSE,SIXTEENTH ESSEX,MDJ INCORPORATED,CONSTRUCTION SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926993-MA-DEVERS-MARCOS-A
4013,31621,"CARIDDI, GAILANNE",MA,HOUSE,FIRST BERKSHIRE,CARIDDI REAL ESTATE CO,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926884-MA-CARIDDI-GAILANNE-M
4014,31621,"CARIDDI, GAILANNE",MA,HOUSE,FIRST BERKSHIRE,CARIDDI SALES CO. INC,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3926884-MA-CARIDDI-GAILANNE-M
4226,35426,"WOLF, DANIEL",MA,SENATE,CAPE AND ISLANDS,HYANNIS AIR LEASING,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3927707-MA-WOLF-DANIEL-A
4227,35426,"WOLF, DANIEL",MA,SENATE,CAPE AND ISLANDS,HYANNIS AIR SERVICE,AIR TRANSPORT,https://apps.publicintegrity.org/disclosure/documents/3927707-MA-WOLF-DANIEL-A
4195,36995,"SMIZIK, FRANK",MA,HOUSE,FIFTEENTH NORFOLK,BOSTON COLLEGE LAW SCHOOL,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927584-MA-SMIZIK-FRANK
882,41481,"RUNNER, SHARON",CA,SENATE,21,THE RUNNER GROUP,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926099-CA-RUNNER-SHARON
4103,42563,"JONES JR, BRADLEY",MA,HOUSE,TWENTIETH MIDDLESEX,NORTHRUP ASSOCIATES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927229-MA-JONES-JR-BRADLEY-H
9436,58443,"HUNT, ROGER",SD,HOUSE,25,HUNT LAW OFFICE,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930108-SD-HUNT-ROGER
1522,67542,"BRODEUR, JASON",FL,HOUSE,28,"ANCHOR CONSULTING, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927446-FL-BRODEUR-JASON-T
1523,67542,"BRODEUR, JASON",FL,HOUSE,28,SEMINOLE COUNTY REGIONAL CHAMBER OF COMMERCE,BUSINESS ASSOCIATIONS,https://apps.publicintegrity.org/disclosure/documents/3927446-FL-BRODEUR-JASON-T
1607,68334,"INGOGLIA, BLAISE",FL,HOUSE,35,CONSERVATIVE HOLDINGS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932209-FL-INGOGLIA-BLAISE
1608,68334,"INGOGLIA, BLAISE",FL,HOUSE,35,HARTLAND CENTER LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932209-FL-INGOGLIA-BLAISE
1609,68334,"INGOGLIA, BLAISE",FL,HOUSE,35,"HARTLAND HOMES, INC.",HOME BUILDERS,https://apps.publicintegrity.org/disclosure/documents/3932209-FL-INGOGLIA-BLAISE
1636,68943,"MAYFIELD, DEBORAH",FL,HOUSE,54,FIDELITY INVESTMENTS,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3925216-FL-MAYFIELD-DEBORAH-J-DEBBIE
1643,69423,"MONTFORD, BILL",FL,SENATE,3,FLORIDA ASSOCIATION OF DISTRICT SCHOOL SUPTS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3925237-FL-MONTFORD-BILL
1652,70294,"OTOOLE, H MARLENE",FL,HOUSE,33,FIDELITY INVESTMENTS,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3925280-FL-OTOOLE-H-MARLENE
1653,70294,"OTOOLE, H MARLENE",FL,HOUSE,33,"TSIC, INC.",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925280-FL-OTOOLE-H-MARLENE
4109,70643,"KANE, HANNAH",MA,HOUSE,ELEVENTH WORCESTER,BEATON KANE CONSTRUCTION,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3927240-MA-KANE-HANNAH-E
1589,71670,"GOODSON, TOM",FL,HOUSE,50,"GOODSON PAVING, INC.",GENERAL CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3925109-FL-GOODSON-TOM
1599,72167,"HAYS, ALAN",FL,SENATE,11,"D. ALAN HAYS, DMD, PA",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925125-FL-HAYS-ALAN
900,90105,"WOOD, JIM",CA,ASSEMBLY,2,"JAMES D. WOOD, DDS",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3926367-CA-WOOD-JIM
1685,92577,"RENNER, PAUL",FL,HOUSE,24,"MILAM HOWARD NICANDRI DEES & GILLAM, P.A.",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925361-FL-RENNER-PAUL
1659,121340,"PIGMAN, EDWIN",FL,HOUSE,55,CALADIUM ER SVCS PARTNERSHIP LLC,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C
1660,121340,"PIGMAN, EDWIN",FL,HOUSE,55,CARLTON ER SVCS PARTNERSHIP LLC,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C
1661,121340,"PIGMAN, EDWIN",FL,HOUSE,55,"CITY CIRCLE ER SVCS PARTNERSHIP, LLC",HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C
1662,121340,"PIGMAN, EDWIN",FL,HOUSE,55,DOCTORS MEMORIAL HOSPITAL,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C
1663,121340,"PIGMAN, EDWIN",FL,HOUSE,55,HARDEE CO.,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925300-FL-PIGMAN-EDWIN-C
1606,125042,"HUTSON, TRAVIS",FL,HOUSE,24,HUTSON COMPANIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925145-FL-HUTSON-TRAVIS
1638,126625,"MCBURNEY JR, CHARLES",FL,HOUSE,16,CONDO RENTAL,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925219-FL-MCBURNEY-JR-CHARLES-W
1639,126625,"MCBURNEY JR, CHARLES",FL,HOUSE,16,"LAW OFFICE OF CHARLES W. MCBURNEY, JR.",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925219-FL-MCBURNEY-JR-CHARLES-W
1587,129867,"GONZALEZ, JULIO",FL,HOUSE,74,ORTHOPEDIC CENTER OF VENICE,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925103-FL-GONZALEZ-JULIO
1501,133513,"BEAN, AARON",FL,SENATE,4,AARON BEAN AUCTIONEER,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927409-FL-BEAN-AARON-PAUL
1502,133513,"BEAN, AARON",FL,SENATE,4,HIGH ENERGY AUCTION CO.,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927409-FL-BEAN-AARON-PAUL
1700,157259,"ROUSON, DARRYL",FL,HOUSE,70,DOLMAN LAW GROUP,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925419-FL-ROUSON-DARRYL-ERVIN
1701,157259,"ROUSON, DARRYL",FL,HOUSE,70,ROUSON & ASSOCIATES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925419-FL-ROUSON-DARRYL-ERVIN
1702,157259,"ROUSON, DARRYL",FL,HOUSE,70,"SN HOLTZMAN, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925419-FL-ROUSON-DARRYL-ERVIN
840,160620,"JACKSON, HANNAH-BETH",CA,SENATE,19,CASCADE INVESTMENT CAPITAL,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925570-CA-JACKSON-HANNAH-BETH
4096,162102,"HONAN, KEVIN",MA,HOUSE,SEVENTEENTH SUFFOLK,THE CIP GROUP,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3927196-MA-HONAN-KEVIN-G
4102,162294,"JEHLEN, PATRICIA",MA,SENATE,SECOND MIDDLESEX,HARVARD EDUCATION PRESS,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3927224-MA-JEHLEN-PATRICIA-D
3025,164624,"ZENT, DENNIS",IN,HOUSE,51,ENDODONTIC ASSOCIATES INC.,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3926628-IN-ZENT-DENNIS-J-DENNY
3026,164624,"ZENT, DENNIS",IN,HOUSE,51,OZ REALTY LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3926628-IN-ZENT-DENNIS-J-DENNY
3027,164624,"ZENT, DENNIS",IN,HOUSE,51,SDI STEEL DYNAMICS,STEEL,https://apps.publicintegrity.org/disclosure/documents/3926628-IN-ZENT-DENNIS-J-DENNY
3998,169372,"BARRETT, MICHAEL",MA,SENATE,THIRD MIDDLESEX,CRITICAL MASS CONSULTING,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926799-MA-BARRETT-MICHAEL-J
1584,172251,"GELLER, JOSEPH",FL,HOUSE,100,"GREENSPOON MARDER, P.A.",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925098-FL-GELLER-JOSEPH-S-JOE
4164,177505,"PARISELLA, JERALD",MA,HOUSE,SIXTH ESSEX,TINTL QUINN GROVER AND FREY,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927454-MA-PARISELLA-JERALD-A
5541,180781,"JOHNSON III, ROBERT",MS,HOUSE,94,"ROBERT L. JOHNSON III, ATTORNEY AT LAW",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3928341-MS-JOHNSON-III-ROBERT-L
1716,198924,"SOTO, DARREN",FL,SENATE,14,DARREN SOTO LAW OFFICE PA,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925454-FL-SOTO-DARREN-MICHAEL
6692,199534,"ALMY, SUSAN",NH,HOUSE,GRAFTON 013,ANNE SWIFT ALMY TRUST,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3928117-NH-ALMY-SUSAN-W
4057,215468,"DYKEMA, CAROLYN",MA,HOUSE,EIGHTH MIDDLESEX,FIDELITY INVESTMENTS,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3927052-MA-DYKEMA-CAROLYN-C
4029,220473,"CUTLER, JOSH",MA,HOUSE,SIXTH PLYMOUTH,CUTLER CONSULTING,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926945-MA-CUTLER-JOSH-S
4012,224965,"CANTWELL, JAMES",MA,HOUSE,FOURTH PLYMOUTH,"GRAEBER, DAVIS & CANTWELL",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926880-MA-CANTWELL-JAMES-M
4045,227458,"DIEHL, GEOFF",MA,HOUSE,SEVENTH PLYMOUTH,BOSS ACADEMY OF PERFORMING ARTS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927003-MA-DIEHL-GEOFF
9642,248000,"HARRIS, LEE",TN,SENATE,29,CAROLINA ACADEMIC PRESS,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3930423-TN-HARRIS-LEE
9644,248000,"HARRIS, LEE",TN,SENATE,29,UNIVERSITY OF MEMPHIS,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930423-TN-HARRIS-LEE
9645,248000,"HARRIS, LEE",TN,SENATE,29,WOLTERS KLUWER,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3930423-TN-HARRIS-LEE
1690,264539,"RING, JEREMY",FL,SENATE,29,BASELAYER TECHNOLOGY LLC,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925377-FL-RING-JEREMY-S
1691,264539,"RING, JEREMY",FL,SENATE,29,STERLING FUND MANAGEMENT LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925377-FL-RING-JEREMY-S
4064,274993,"FERNANDES, JOHN",MA,HOUSE,TENTH WORCESTER,JOHN V FERNANDES ATTORNEY AT LAW,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927072-MA-FERNANDES-JOHN-V
4104,279763,"JOYCE, BRIAN",MA,SENATE,"NORFOLK, BRISTOL AND PLYMOUTH","BRIAN A. JOYCE, ATTORNEY AT LAW PC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927231-MA-JOYCE-BRIAN-A
4154,290940,"MURATORE, MATTHEW",MA,HOUSE,FIRST PLYMOUTH,"MAT HEALTH CARE CONSULTANTS, LLC",HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927423-MA-MURATORE-MATTHEW-J
1672,291064,"RADER, KEVIN",FL,HOUSE,81,"CKP INSURANCE, LLC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3925335-FL-RADER-KEVIN
1673,291064,"RADER, KEVIN",FL,HOUSE,81,DAL GLOBAL SERVICES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925335-FL-RADER-KEVIN
1674,291064,"RADER, KEVIN",FL,HOUSE,81,"DECISION HR41, INC.",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925335-FL-RADER-KEVIN
892,330788,"VIDAK, JAMES",CA,SENATE,14,ANDY VIDAK,"
CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK",https://apps.publicintegrity.org/disclosure/documents/3926267-CA-VIDAK-JAMES-ANDREW-ANDY
6274,333383,"STEIN, JOSHUA",NC,SENATE,16,SMITH MOORE LEATHERWOOD,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3928919-NC-STEIN-JOSHUA-H-JOSH
6275,333383,"STEIN, JOSHUA",NC,SENATE,16,WASTE ZERO,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3928919-NC-STEIN-JOSHUA-H-JOSH
1572,333757,"GAETZ, DON",FL,SENATE,1,BLACKROCK FUND,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON
1573,333757,"GAETZ, DON",FL,SENATE,1,"CAREGIVERS, INC.",HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON
1574,333757,"GAETZ, DON",FL,SENATE,1,COMPASS BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON
1575,333757,"GAETZ, DON",FL,SENATE,1,NATIONAL SECURITIES CORP.,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON
1576,333757,"GAETZ, DON",FL,SENATE,1,SEASIDE COTTAGE RENTAL AGENCY,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON
1577,333757,"GAETZ, DON",FL,SENATE,1,"TREVERON, INC.",HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON
1578,333757,"GAETZ, DON",FL,SENATE,1,WELLS FARGO BANK,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3925079-FL-GAETZ-DON
1355,357618,"TONG, WILLIAM",CT,HOUSE,147,PERSON-TO-PERSON,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927273-CT-TONG-WILLIAM-M
1356,357618,"TONG, WILLIAM",CT,HOUSE,147,SAMPAN INVESTMENT HOLDINGS LLC,INVESTMENT HOLDING COMPANIES,https://apps.publicintegrity.org/disclosure/documents/3927273-CT-TONG-WILLIAM-M
831,363200,"HERNANDEZ, EDWARD",CA,SENATE,22,"EDWARD P. HERNANDEZ, OD",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3925482-CA-HERNANDEZ-EDWARD-P
832,363200,"HERNANDEZ, EDWARD",CA,SENATE,22,"HERNANDEZ FAMILY PROPERTIES, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3925482-CA-HERNANDEZ-EDWARD-P
4055,363363,"DURANT, PETER",MA,HOUSE,SIXTH WORCESTER,127 CONSULTING GROUP,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927043-MA-DURANT-PETER-J
4223,364007,"WELCH, JAMES",MA,SENATE,HAMPDEN,TOOMEY O'BRIEN FUNERAL HOME,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927693-MA-WELCH-JAMES-T
4023,376496,"CREEM, CYNTHIA",MA,SENATE,FIRST MIDDLESEX AND NORFOLK,STONE STONE AND CREEM,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926918-MA-CREEM-CYNTHIA-STONE
4443,377045,"ROSAPEPE, JAMES",MD,SENATE,21,PATUXENT CONSULTING GROUP,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3926382-MD-ROSAPEPE-JAMES-C
8950,387024,"CORVESE, ARTHUR",RI,HOUSE,55,ARTHUR J. CORVESE OPTHAMOLOGIST,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3930384-RI-CORVESE-ARTHUR-J
1743,404401,"WILLIAMS, ALAN",FL,HOUSE,8,MW CONSULTING GROUP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925528-FL-WILLIAMS-ALAN-B
4119,423330,"KUROS, KEVIN",MA,HOUSE,EIGHTH WORCESTER,"JENZABAR, INC",COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927277-MA-KUROS-KEVIN-J
4120,423330,"KUROS, KEVIN",MA,HOUSE,EIGHTH WORCESTER,"RAPID RESULTS REALTY, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927277-MA-KUROS-KEVIN-J
4049,438104,"DONATO, PAUL",MA,HOUSE,THIRTY-FIFTH MIDDLESEX,VENICE ASSOCIATES,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3932211-MA-DONATO-PAUL-J
11147,448209,"KARNES, ROBERT",WV,SENATE,11,DARK HORSE LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3931443-WV-KARNES-ROBERT-L
11148,448209,"KARNES, ROBERT",WV,SENATE,11,FSIS,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3931443-WV-KARNES-ROBERT-L
4115,451745,"KHAN, KAY",MA,HOUSE,ELEVENTH MIDDLESEX,FIRST PSYCHIATRIC PLANNERS OF BOURNEWOOD HOSPITAL,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3927264-MA-KHAN-KAY
1650,455031,"NUNEZ, JEANETTE",FL,HOUSE,119,ON POINT STRATEGIES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3925270-FL-NUNEZ-JEANETTE
4041,459655,"DEMPSEY, BRIAN",MA,HOUSE,THIRD ESSEX,"BRIAN S. DEMPSEY INSURANCE AGENCY, LLC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3926987-MA-DEMPSEY-BRIAN-S
4042,459655,"DEMPSEY, BRIAN",MA,HOUSE,THIRD ESSEX,"NEW ENGLAND ENROLLMENT STRATEGIES, LLC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3926987-MA-DEMPSEY-BRIAN-S
1544,470197,"COSTELLO, FREDRICK",FL,HOUSE,25,"DRS. KRASKI, COSTELLO & DRAKE",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3924993-FL-COSTELLO-FREDRICK-W
1507,476144,"BILECA, MICHAEL",FL,HOUSE,115,ATG DEVELOPMENT,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL
1508,476144,"BILECA, MICHAEL",FL,HOUSE,115,DC MANAGEMENT LP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL
1509,476144,"BILECA, MICHAEL",FL,HOUSE,115,FRASAN HOLDINGS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL
1510,476144,"BILECA, MICHAEL",FL,HOUSE,115,MGB 6600 HOLDINGS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL
1511,476144,"BILECA, MICHAEL",FL,HOUSE,115,MGB DEVELOPMENT HOLDINGS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL
1512,476144,"BILECA, MICHAEL",FL,HOUSE,115,PORTFINO DENTAL INVESTMENTS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL
1513,476144,"BILECA, MICHAEL",FL,HOUSE,115,TOWNCARE DENTAL HOLDINGS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932213-FL-BILECA-MICHAEL
1564,487828,"EVERS, GREG",FL,SENATE,2,GREG EVERS FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3925060-FL-EVERS-GREG
1540,490728,"CORCORAN, RICHARD",FL,HOUSE,37,BROAD & CASSEL,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3924981-FL-CORCORAN-RICHARD-M
4033,491983,"DELEO, ROBERT",MA,HOUSE,NINETEENTH SUFFOLK,LAW OFFICES OF ROBERT A DELEO,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3926968-MA-DELEO-ROBERT-A
4215,494359,"ULTRINO, STEVEN",MA,HOUSE,THIRTY-THIRD MIDDLESEX,ST. MARY'S PARISH,CLERGY,https://apps.publicintegrity.org/disclosure/documents/3927662-MA-ULTRINO-STEVEN-ROCCO
1347,500179,"SRINIVASAN, PRASAD",CT,HOUSE,31,"ALLERGY ASSOCIATES OF HARTFORD, PC",HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3927257-CT-SRINIVASAN-PRASAD
4144,501241,"MICELI, JAMES",MA,HOUSE,NINETEENTH MIDDLESEX,"JAMES R MICELI, INSURANCE BROKER",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3927383-MA-MICELI-JAMES-R
4177,501933,"ROGERS, JOHN",MA,HOUSE,TWELFTH NORFOLK,DAILY FANTASY911 LLC,GAMBLING & CASINOS,https://apps.publicintegrity.org/disclosure/documents/3927514-MA-ROGERS-JOHN-H
4178,501933,"ROGERS, JOHN",MA,HOUSE,TWELFTH NORFOLK,RUDOLPH FRIEDMANN LLP,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927514-MA-ROGERS-JOHN-H
1553,506055,"DIAZ, JOSE",FL,HOUSE,116,AKERMAN LLP,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925042-FL-DIAZ-JOSE-F
1641,507658,"METZ, LARRY",FL,HOUSE,32,METZ LAW FIRM,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3925227-FL-METZ-LARRY
1582,510116,"GARCIA, RENE",FL,SENATE,38,DADE MEDICAL COLLEGE,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3925092-FL-GARCIA-RENE
1610,513059,"INGRAM, CLAY",FL,HOUSE,1,GREATER PENSACOLA CHAMBER,BUSINESS ASSOCIATIONS,https://apps.publicintegrity.org/disclosure/documents/3925150-FL-INGRAM-CLAY
